,0,1,2,3,4,5,6,7,8
64,2.0,0.0,1.0,1.0,29.52,31.82,26.0,23.9994,28.0
65,4.0,0.0,1.0,1.0,22.14,25.76,64.0,19.0012,68.0
66,2.0,0.0,0.0,1.0,23.78,27.275,83.0,6.0032,42.0
67,1.0,0.0,1.0,1.0,13.12,15.15,21.0,15.0013,14.0
68,2.0,0.0,1.0,2.0,20.5,24.24,51.0,7.0015,28.0
69,4.0,0.0,1.0,1.0,21.32,25.0,59.0,7.0015,38.0
70,3.0,0.0,1.0,1.0,28.7,33.335,74.0,8.9981,1.0
71,3.0,0.0,1.0,1.0,36.08,39.395,35.0,15.0013,112.0
72,3.0,0.0,1.0,2.0,28.7,33.335,84.0,6.0032,30.0
73,1.0,0.0,1.0,1.0,18.04,21.97,38.0,16.9979,11.0
74,2.0,0.0,0.0,1.0,17.22,21.21,54.0,8.9981,59.0
75,4.0,0.0,0.0,1.0,15.58,19.695,40.0,11.0014,101.0
76,4.0,0.0,0.0,2.0,15.58,19.695,87.0,12.998,42.0
77,4.0,0.0,1.0,1.0,15.58,19.695,40.0,22.0028,48.0
78,4.0,0.0,1.0,2.0,22.14,25.76,64.0,12.998,43.0
79,3.0,0.0,1.0,1.0,32.8,34.85,29.0,12.998,51.0
80,2.0,0.0,1.0,2.0,25.42,31.06,53.0,16.9979,1.0
81,2.0,0.0,1.0,1.0,27.06,31.06,61.0,6.0032,36.0
82,3.0,0.0,1.0,2.0,31.16,36.365,66.0,0.0,33.0
83,3.0,0.0,0.0,1.0,23.78,27.275,94.0,11.0014,0.0
84,4.0,0.0,1.0,2.0,16.4,20.455,40.0,27.9993,51.0
85,1.0,0.0,1.0,2.0,21.32,25.0,59.0,15.0013,2.0
86,3.0,0.0,0.0,1.0,24.6,29.545,73.0,0.0,8.0
87,4.0,0.0,1.0,2.0,13.94,16.665,61.0,8.9981,11.0
88,2.0,0.0,1.0,3.0,15.58,19.695,87.0,39.0007,9.0
89,1.0,0.0,0.0,2.0,6.56,6.82,48.0,26.0027,1.0
90,1.0,0.0,1.0,1.0,21.32,25.0,77.0,15.0013,28.0
91,4.0,0.0,1.0,1.0,18.86,22.725,59.0,7.0015,18.0
92,1.0,0.0,1.0,3.0,9.02,11.365,93.0,8.9981,4.0
93,2.0,0.0,0.0,1.0,31.16,35.605,62.0,8.9981,110.0
94,2.0,0.0,1.0,1.0,18.86,22.725,72.0,15.0013,46.0
95,2.0,0.0,0.0,1.0,22.96,26.515,49.0,6.0032,132.0
96,2.0,0.0,1.0,1.0,24.6,31.06,40.0,12.998,83.0
97,3.0,0.0,1.0,1.0,29.52,34.09,70.0,12.998,15.0
98,3.0,0.0,0.0,1.0,34.44,36.365,32.0,0.0,160.0
99,2.0,0.0,1.0,1.0,22.96,26.515,73.0,15.0013,43.0
100,4.0,0.0,1.0,2.0,9.84,12.12,60.0,8.9981,7.0
101,1.0,1.0,0.0,1.0,9.84,10.605,44.0,26.0027,23.0
102,2.0,0.0,1.0,2.0,24.6,28.79,78.0,8.9981,33.0
103,3.0,0.0,0.0,1.0,18.86,22.725,72.0,16.9979,16.0
104,3.0,0.0,1.0,1.0,33.62,38.635,52.0,19.0012,79.0
105,2.0,0.0,1.0,1.0,35.26,40.15,47.0,19.9995,39.0
106,4.0,0.0,0.0,1.0,14.76,16.665,43.0,16.9979,24.0
107,3.0,0.0,1.0,1.0,37.72,40.91,31.0,12.998,53.0
108,1.0,1.0,0.0,1.0,9.02,10.605,44.0,16.9979,2.0
109,3.0,0.0,1.0,2.0,30.34,34.09,55.0,6.0032,33.0
110,4.0,0.0,1.0,1.0,18.04,21.97,67.0,15.0013,1.0
111,3.0,0.0,0.0,2.0,25.42,29.545,78.0,12.998,16.0
112,2.0,0.0,0.0,1.0,30.34,32.575,33.0,6.0032,254.0
113,3.0,0.0,0.0,1.0,31.16,33.335,37.0,15.0013,256.0
114,1.0,0.0,1.0,2.0,18.04,21.97,51.0,22.0028,18.0
115,2.0,0.0,1.0,1.0,20.5,24.24,51.0,12.998,21.0
116,1.0,0.0,1.0,1.0,9.84,11.365,75.0,12.998,0.0
117,4.0,0.0,1.0,3.0,13.12,15.15,66.0,22.0028,4.0
118,4.0,0.0,1.0,1.0,14.76,18.94,87.0,0.0,14.0
119,3.0,0.0,1.0,1.0,36.08,40.91,42.0,7.0015,53.0
120,2.0,0.0,0.0,1.0,10.66,13.635,70.0,7.0015,5.0
121,4.0,1.0,0.0,1.0,14.76,16.665,34.0,22.0028,49.0
122,4.0,0.0,0.0,1.0,13.12,14.395,45.0,23.9994,4.0
123,2.0,0.0,0.0,2.0,27.06,30.305,78.0,8.9981,14.0
124,3.0,0.0,1.0,1.0,31.98,37.88,66.0,0.0,51.0
125,2.0,0.0,1.0,2.0,24.6,28.79,78.0,7.0015,9.0
126,1.0,0.0,1.0,1.0,17.22,21.21,32.0,19.9995,56.0
127,4.0,0.0,0.0,1.0,14.76,16.665,46.0,26.0027,68.0
128,1.0,0.0,0.0,1.0,18.04,21.97,44.0,22.0028,186.0
129,3.0,0.0,1.0,1.0,29.52,34.85,79.0,0.0,1.0
130,4.0,0.0,1.0,1.0,21.32,25.0,83.0,7.0015,11.0
131,1.0,0.0,0.0,1.0,18.04,21.97,44.0,12.998,149.0
132,1.0,0.0,1.0,2.0,7.38,7.575,37.0,22.0028,9.0
133,2.0,0.0,1.0,1.0,26.24,29.545,78.0,6.0032,49.0
134,3.0,0.0,1.0,1.0,21.32,25.0,77.0,0.0,18.0
135,3.0,0.0,1.0,2.0,24.6,27.275,88.0,6.0032,18.0
136,3.0,0.0,1.0,2.0,24.6,28.79,78.0,11.0014,51.0
137,4.0,0.0,1.0,1.0,9.02,10.605,64.0,15.0013,0.0
138,1.0,0.0,1.0,1.0,5.74,7.575,74.0,8.9981,3.0
139,3.0,0.0,1.0,1.0,34.44,37.88,41.0,19.9995,40.0
140,2.0,0.0,1.0,1.0,25.42,31.06,50.0,19.9995,40.0
141,1.0,0.0,1.0,1.0,6.56,6.82,47.0,26.0027,0.0
142,2.0,0.0,1.0,1.0,24.6,31.06,46.0,8.9981,74.0
143,3.0,0.0,1.0,2.0,29.52,34.85,79.0,0.0,24.0
144,4.0,0.0,1.0,2.0,24.6,29.545,73.0,11.0014,31.0
145,4.0,0.0,1.0,1.0,12.3,15.15,52.0,11.0014,5.0
146,3.0,0.0,0.0,1.0,24.6,31.06,43.0,6.0032,89.0
147,2.0,0.0,1.0,1.0,12.3,14.395,61.0,15.0013,0.0
148,3.0,0.0,0.0,2.0,27.06,29.545,89.0,11.0014,26.0
149,4.0,0.0,0.0,1.0,20.5,24.24,45.0,12.998,183.0
150,2.0,0.0,1.0,2.0,22.14,25.76,88.0,16.9979,7.0
151,4.0,0.0,0.0,1.0,9.02,11.365,75.0,8.9981,1.0
152,4.0,0.0,1.0,2.0,16.4,20.455,62.0,27.9993,1.0
153,1.0,0.0,1.0,2.0,6.56,9.09,55.0,8.9981,0.0
154,1.0,0.0,0.0,1.0,5.74,6.06,39.0,19.9995,3.0
155,3.0,0.0,0.0,2.0,20.5,24.24,68.0,19.0012,72.0
156,2.0,0.0,1.0,2.0,18.86,22.725,88.0,11.0014,8.0
157,1.0,0.0,0.0,3.0,13.94,16.665,81.0,11.0014,19.0
158,3.0,0.0,0.0,1.0,36.08,37.12,22.0,15.0013,206.0
159,2.0,0.0,0.0,1.0,22.14,25.76,88.0,0.0,53.0
160,3.0,0.0,1.0,1.0,32.8,37.12,52.0,19.0012,111.0
161,2.0,0.0,1.0,1.0,28.7,32.575,54.0,31.0009,96.0
162,1.0,0.0,1.0,1.0,8.2,11.365,47.0,7.0015,3.0
163,1.0,0.0,1.0,1.0,10.66,13.635,70.0,8.9981,12.0
164,2.0,1.0,0.0,1.0,18.04,21.97,62.0,19.9995,21.0
165,1.0,0.0,1.0,1.0,9.02,9.85,37.0,26.0027,4.0
166,4.0,0.0,1.0,1.0,20.5,24.24,63.0,6.0032,10.0
167,1.0,0.0,1.0,3.0,12.3,15.15,61.0,8.9981,14.0
168,3.0,0.0,0.0,1.0,22.14,25.76,73.0,15.0013,14.0
169,3.0,0.0,1.0,1.0,27.88,31.82,83.0,8.9981,4.0
170,2.0,0.0,0.0,2.0,18.86,22.725,84.0,7.0015,47.0
171,2.0,0.0,0.0,1.0,27.06,31.06,65.0,8.9981,148.0
172,2.0,0.0,0.0,2.0,14.76,17.425,93.0,8.9981,10.0
173,2.0,0.0,1.0,2.0,17.22,21.21,77.0,0.0,14.0
174,4.0,0.0,1.0,2.0,23.78,27.275,56.0,15.0013,39.0
175,4.0,0.0,1.0,1.0,18.86,22.725,88.0,6.0032,34.0
176,4.0,0.0,1.0,1.0,21.32,25.0,83.0,6.0032,9.0
177,3.0,0.0,0.0,3.0,31.98,35.605,52.0,11.0014,22.0
178,1.0,0.0,1.0,1.0,11.48,12.88,28.0,22.0028,7.0
179,4.0,0.0,1.0,3.0,18.86,22.725,100.0,15.0013,2.0
180,4.0,0.0,1.0,2.0,22.14,25.76,73.0,8.9981,13.0
181,1.0,0.0,1.0,1.0,18.86,22.725,59.0,8.9981,7.0
182,4.0,0.0,1.0,1.0,11.48,15.91,61.0,0.0,6.0
183,1.0,0.0,1.0,1.0,16.4,20.455,54.0,19.0012,4.0
184,4.0,0.0,1.0,1.0,9.02,13.635,80.0,0.0,1.0
185,4.0,0.0,1.0,2.0,13.12,15.91,66.0,11.0014,1.0
186,2.0,0.0,1.0,1.0,12.3,14.395,49.0,15.0013,0.0
187,1.0,0.0,1.0,1.0,4.1,6.82,54.0,6.0032,1.0
188,2.0,0.0,1.0,1.0,16.4,20.455,43.0,8.9981,1.0
189,1.0,0.0,1.0,1.0,12.3,12.12,42.0,51.9987,0.0
190,4.0,0.0,0.0,1.0,18.86,22.725,51.0,11.0014,105.0
191,2.0,0.0,1.0,1.0,22.96,26.515,64.0,6.0032,18.0
192,3.0,0.0,0.0,1.0,29.52,35.605,84.0,7.0015,36.0
193,1.0,0.0,1.0,1.0,9.02,12.12,64.0,7.0015,0.0
194,2.0,0.0,0.0,1.0,24.6,31.06,56.0,7.0015,4.0
195,1.0,0.0,1.0,1.0,12.3,13.635,61.0,22.0028,12.0
196,1.0,0.0,1.0,3.0,19.68,23.485,77.0,0.0,18.0
197,1.0,0.0,1.0,2.0,6.56,9.09,80.0,8.9981,3.0
198,3.0,0.0,1.0,1.0,24.6,30.305,60.0,8.9981,27.0
199,1.0,0.0,1.0,1.0,9.84,12.88,70.0,7.0015,4.0
200,3.0,0.0,1.0,1.0,30.34,34.85,66.0,7.0015,70.0
201,4.0,0.0,1.0,1.0,10.66,13.635,60.0,8.9981,0.0
202,3.0,1.0,0.0,2.0,28.7,33.335,74.0,15.0013,31.0
203,4.0,0.0,1.0,2.0,16.4,20.455,87.0,0.0,21.0
204,2.0,0.0,0.0,2.0,16.4,20.455,47.0,11.0014,72.0
205,1.0,0.0,1.0,1.0,13.12,15.91,39.0,12.998,10.0
206,1.0,0.0,0.0,1.0,12.3,14.395,61.0,16.9979,6.0
207,2.0,0.0,1.0,1.0,14.76,17.425,71.0,8.9981,0.0
208,2.0,0.0,1.0,1.0,26.24,30.305,25.0,19.9995,108.0
209,3.0,0.0,0.0,1.0,30.34,34.85,70.0,16.9979,113.0
210,4.0,0.0,0.0,1.0,13.94,18.18,81.0,0.0,9.0
211,4.0,0.0,1.0,1.0,18.86,22.725,41.0,19.0012,14.0
212,4.0,0.0,0.0,2.0,18.04,21.97,62.0,19.9995,1.0
213,4.0,0.0,1.0,2.0,11.48,12.88,52.0,22.0028,0.0
214,3.0,0.0,1.0,1.0,26.24,29.545,78.0,0.0,2.0
215,3.0,0.0,1.0,1.0,28.7,31.82,42.0,0.0,49.0
216,2.0,0.0,1.0,2.0,18.04,21.97,72.0,7.0015,31.0
217,3.0,1.0,0.0,2.0,31.16,34.85,55.0,7.0015,195.0
218,3.0,0.0,1.0,2.0,29.52,33.335,48.0,8.9981,94.0
219,2.0,0.0,1.0,1.0,27.06,31.06,65.0,12.998,65.0
220,3.0,1.0,0.0,1.0,30.34,34.85,70.0,15.0013,168.0
221,1.0,0.0,1.0,2.0,14.76,18.94,87.0,0.0,4.0
222,4.0,0.0,1.0,2.0,17.22,21.21,88.0,16.9979,2.0
223,3.0,0.0,0.0,1.0,39.36,42.425,26.0,0.0,113.0
224,4.0,0.0,1.0,1.0,23.78,27.275,49.0,12.998,51.0
225,2.0,0.0,1.0,1.0,22.96,26.515,43.0,6.0032,42.0
226,1.0,0.0,0.0,1.0,13.12,17.425,76.0,0.0,16.0
227,3.0,0.0,1.0,1.0,27.06,30.305,83.0,6.0032,35.0
228,3.0,0.0,1.0,2.0,27.88,31.82,89.0,7.0015,7.0
229,2.0,0.0,0.0,1.0,25.42,31.06,43.0,15.0013,127.0
230,4.0,0.0,1.0,1.0,14.76,16.665,46.0,16.9979,20.0
231,1.0,0.0,1.0,2.0,13.94,15.91,53.0,16.9979,15.0
232,4.0,0.0,1.0,1.0,13.94,16.665,57.0,11.0014,8.0
233,3.0,0.0,1.0,1.0,19.68,23.485,67.0,6.0032,32.0
234,4.0,0.0,1.0,1.0,12.3,14.395,56.0,15.0013,19.0
235,1.0,0.0,1.0,1.0,10.66,11.365,70.0,23.9994,0.0
236,1.0,0.0,0.0,1.0,9.02,10.605,42.0,19.0012,3.0
237,1.0,0.0,1.0,2.0,13.12,15.15,57.0,19.9995,14.0
238,2.0,0.0,0.0,1.0,12.3,16.665,61.0,0.0,3.0
239,4.0,0.0,0.0,1.0,19.68,23.485,36.0,19.0012,128.0
240,1.0,0.0,0.0,1.0,17.22,21.21,54.0,15.0013,37.0
241,2.0,0.0,1.0,1.0,24.6,30.305,23.0,22.0028,43.0
242,2.0,0.0,1.0,1.0,27.06,31.06,65.0,16.9979,84.0
243,2.0,0.0,1.0,1.0,23.78,27.275,88.0,0.0,2.0
244,2.0,0.0,1.0,1.0,17.22,21.21,54.0,0.0,0.0
245,1.0,0.0,1.0,2.0,8.2,11.365,86.0,6.0032,5.0
246,2.0,0.0,0.0,1.0,22.14,25.76,49.0,12.998,26.0
247,2.0,0.0,1.0,2.0,27.88,31.82,44.0,27.9993,93.0
248,1.0,0.0,1.0,2.0,8.2,12.88,69.0,0.0,8.0
249,3.0,0.0,1.0,3.0,22.14,25.76,88.0,19.0012,3.0
250,3.0,0.0,1.0,1.0,25.42,29.545,73.0,16.9979,0.0
251,2.0,0.0,1.0,1.0,22.14,25.76,24.0,11.0014,75.0
252,1.0,0.0,1.0,2.0,8.2,10.605,80.0,8.9981,0.0
253,3.0,0.0,1.0,2.0,31.16,35.605,58.0,15.0013,37.0
254,1.0,0.0,1.0,1.0,16.4,20.455,66.0,12.998,11.0
255,1.0,0.0,1.0,1.0,15.58,19.695,36.0,22.0028,24.0
256,2.0,0.0,0.0,1.0,24.6,30.305,23.0,26.0027,89.0
257,3.0,0.0,1.0,3.0,22.14,25.76,94.0,16.9979,2.0
258,1.0,0.0,1.0,1.0,21.32,25.0,53.0,19.0012,43.0
259,3.0,0.0,1.0,1.0,33.62,36.365,38.0,19.9995,74.0
260,2.0,0.0,1.0,1.0,27.06,31.06,61.0,12.998,63.0
261,1.0,1.0,0.0,2.0,6.56,7.575,47.0,15.0013,3.0
262,3.0,0.0,1.0,3.0,28.7,33.335,84.0,11.0014,10.0
263,1.0,0.0,1.0,1.0,25.42,30.305,61.0,16.9979,69.0
264,1.0,0.0,0.0,1.0,16.4,20.455,37.0,19.9995,146.0
265,4.0,0.0,1.0,1.0,10.66,12.88,41.0,12.998,6.0
266,2.0,0.0,1.0,1.0,29.52,33.335,54.0,26.0027,41.0
267,2.0,0.0,0.0,1.0,28.7,32.575,51.0,7.0015,168.0
268,3.0,0.0,1.0,2.0,27.06,31.06,69.0,15.0013,82.0
269,2.0,0.0,1.0,2.0,31.16,36.365,70.0,7.0015,32.0
270,2.0,0.0,1.0,2.0,18.04,21.97,77.0,15.0013,16.0
271,4.0,0.0,1.0,1.0,13.12,17.425,90.0,0.0,9.0
272,2.0,0.0,1.0,2.0,25.42,29.545,73.0,35.0008,41.0
273,1.0,0.0,1.0,1.0,13.94,15.91,46.0,15.0013,1.0
274,1.0,0.0,0.0,1.0,8.2,9.09,44.0,22.0028,7.0
275,1.0,0.0,1.0,2.0,9.02,12.88,60.0,6.0032,11.0
276,4.0,0.0,1.0,1.0,21.32,25.0,45.0,19.0012,68.0
277,4.0,0.0,0.0,1.0,15.58,19.695,71.0,0.0,10.0
278,3.0,0.0,1.0,2.0,27.06,31.06,61.0,0.0,0.0
279,3.0,0.0,1.0,2.0,24.6,29.545,69.0,27.9993,25.0
280,2.0,0.0,1.0,2.0,24.6,29.545,73.0,0.0,28.0
281,4.0,1.0,0.0,1.0,13.94,14.395,42.0,32.9975,20.0
282,1.0,0.0,1.0,2.0,8.2,9.85,86.0,15.0013,0.0
283,1.0,0.0,1.0,1.0,17.22,21.21,38.0,12.998,9.0
284,2.0,0.0,1.0,1.0,29.52,32.575,28.0,32.9975,33.0
285,1.0,0.0,1.0,1.0,8.2,9.85,69.0,16.9979,4.0
286,2.0,0.0,1.0,1.0,29.52,32.575,39.0,15.0013,121.0
287,2.0,0.0,0.0,1.0,22.96,26.515,68.0,11.0014,91.0
288,4.0,0.0,1.0,1.0,9.84,14.395,65.0,0.0,2.0
289,4.0,0.0,1.0,2.0,15.58,19.695,94.0,7.0015,3.0
290,3.0,0.0,0.0,1.0,29.52,34.85,79.0,6.0032,57.0
291,4.0,0.0,0.0,1.0,10.66,12.88,60.0,11.0014,0.0
292,2.0,0.0,1.0,1.0,24.6,28.79,78.0,16.9979,34.0
293,2.0,0.0,1.0,1.0,21.32,25.0,88.0,8.9981,0.0
294,3.0,0.0,1.0,1.0,17.22,21.21,67.0,12.998,7.0
295,1.0,0.0,1.0,1.0,16.4,20.455,66.0,12.998,1.0
296,3.0,0.0,0.0,1.0,30.34,35.605,74.0,7.0015,4.0
297,2.0,0.0,0.0,1.0,18.04,21.97,24.0,19.9995,251.0
298,2.0,0.0,1.0,1.0,29.52,32.575,42.0,6.0032,42.0
299,1.0,0.0,1.0,2.0,13.12,17.425,81.0,0.0,3.0
300,3.0,0.0,1.0,1.0,31.98,34.09,31.0,16.9979,50.0
301,3.0,0.0,1.0,1.0,27.88,31.82,65.0,7.0015,0.0
302,3.0,0.0,0.0,2.0,21.32,25.0,72.0,15.0013,95.0
303,1.0,0.0,0.0,2.0,9.84,12.12,87.0,8.9981,0.0
304,4.0,0.0,1.0,1.0,28.7,32.575,54.0,19.0012,86.0
305,4.0,0.0,0.0,1.0,15.58,19.695,40.0,11.0014,100.0
306,4.0,0.0,0.0,2.0,9.84,11.365,60.0,15.0013,20.0
307,1.0,0.0,1.0,1.0,13.12,16.665,76.0,7.0015,0.0
308,4.0,0.0,0.0,1.0,13.12,15.15,66.0,15.0013,2.0
309,3.0,0.0,0.0,1.0,37.72,41.665,33.0,8.9981,68.0
310,2.0,0.0,1.0,2.0,26.24,30.305,65.0,15.0013,46.0
311,1.0,0.0,1.0,1.0,15.58,19.695,50.0,16.9979,3.0
312,4.0,0.0,1.0,2.0,22.96,26.515,68.0,15.0013,1.0
313,4.0,0.0,0.0,1.0,22.14,25.76,45.0,16.9979,121.0
314,3.0,0.0,0.0,1.0,32.8,37.12,49.0,19.9995,248.0
315,1.0,0.0,1.0,1.0,25.42,31.06,33.0,15.0013,33.0
316,2.0,0.0,0.0,2.0,24.6,29.545,73.0,16.9979,8.0
317,1.0,1.0,0.0,1.0,14.76,16.665,43.0,27.9993,1.0
318,1.0,0.0,0.0,1.0,16.4,20.455,40.0,30.0026,17.0
319,4.0,0.0,1.0,1.0,26.24,30.305,65.0,7.0015,50.0
320,1.0,0.0,1.0,1.0,16.4,20.455,43.0,19.0012,11.0
321,2.0,0.0,1.0,2.0,22.96,26.515,88.0,19.0012,53.0
322,4.0,0.0,1.0,2.0,25.42,31.06,41.0,11.0014,32.0
323,1.0,0.0,0.0,1.0,14.76,17.425,62.0,12.998,2.0
324,4.0,0.0,0.0,1.0,18.86,22.725,55.0,7.0015,18.0
325,4.0,0.0,1.0,2.0,19.68,23.485,69.0,12.998,37.0
326,1.0,0.0,0.0,1.0,5.74,3.79,39.0,43.0006,7.0
327,3.0,0.0,0.0,2.0,30.34,35.605,74.0,22.0028,61.0
328,3.0,0.0,1.0,1.0,27.88,12.12,57.0,11.0014,21.0
329,4.0,0.0,1.0,1.0,15.58,19.695,82.0,0.0,7.0
330,2.0,0.0,0.0,2.0,30.34,33.335,51.0,7.0015,99.0
331,1.0,0.0,1.0,1.0,8.2,9.85,44.0,16.9979,2.0
332,2.0,0.0,1.0,1.0,27.06,31.06,39.0,15.0013,75.0
333,3.0,0.0,1.0,1.0,15.58,19.695,76.0,12.998,2.0
334,4.0,0.0,1.0,3.0,23.78,27.275,94.0,8.9981,7.0
335,4.0,0.0,0.0,1.0,21.32,25.0,39.0,0.0,268.0
336,4.0,0.0,1.0,1.0,18.86,22.725,72.0,7.0015,6.0
337,1.0,0.0,1.0,1.0,4.1,6.82,42.0,0.0,1.0
338,2.0,0.0,1.0,3.0,21.32,25.0,94.0,19.9995,6.0
339,3.0,0.0,1.0,1.0,35.26,41.665,53.0,26.0027,57.0
340,2.0,0.0,1.0,2.0,26.24,31.06,47.0,12.998,41.0
341,3.0,0.0,0.0,1.0,24.6,28.79,78.0,11.0014,16.0
342,4.0,0.0,1.0,1.0,13.94,17.425,46.0,7.0015,12.0
343,1.0,0.0,1.0,1.0,18.04,21.97,72.0,19.0012,2.0
344,1.0,0.0,1.0,1.0,4.1,6.82,54.0,7.0015,0.0
345,2.0,0.0,1.0,1.0,32.8,36.365,43.0,16.9979,64.0
346,3.0,0.0,1.0,1.0,31.16,36.365,66.0,11.0014,89.0
347,3.0,0.0,0.0,1.0,26.24,30.305,69.0,16.9979,28.0
348,4.0,0.0,0.0,1.0,12.3,14.395,61.0,12.998,5.0
349,1.0,0.0,1.0,1.0,5.74,6.06,50.0,16.9979,0.0
350,4.0,0.0,1.0,3.0,24.6,29.545,73.0,7.0015,54.0
351,3.0,0.0,0.0,1.0,38.54,43.94,38.0,16.9979,118.0
352,1.0,0.0,0.0,1.0,9.02,10.605,29.0,19.9995,31.0
353,3.0,0.0,1.0,1.0,31.16,34.09,40.0,6.0032,94.0
354,2.0,0.0,1.0,2.0,21.32,25.0,77.0,22.0028,2.0
355,2.0,0.0,1.0,1.0,22.14,25.76,32.0,11.0014,3.0
356,4.0,1.0,0.0,2.0,28.7,32.575,48.0,6.0032,164.0
357,4.0,0.0,0.0,1.0,22.96,26.515,83.0,16.9979,25.0
358,2.0,0.0,1.0,1.0,27.06,31.06,31.0,12.998,33.0
